generated_question_id,template_id,layer_id,scene_id,file_path,question_text,ground_truth_answer
337,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of floor finish in the attached view.
Does floor finish have the feature ""window/curtain wall""?
Answer ""yes"" or ""no"".",no
338,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of horizontal bands in the attached view.
Does horizontal bands have the feature ""floor finish""?
Answer ""yes"" or ""no"".",no
339,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of wall finish in the attached view.
Does wall finish have the feature ""horizontal bands""?
Answer ""yes"" or ""no"".",no
340,2,1_1_1,8,8 Living_house - Facade fragment.jpg,"Find one or multiple entities of curtain wall in the attached view.
Does curtain wall have the feature ""armrests""?
Answer ""yes"" or ""no"".",no
341,4,1_1_1,3,3 double flat.jpg,"In the attached view, one or more floor in WC are shown.  What is the material of the  floor in WC? Choose one: ""linoleum"", ""terazzo"", ""tiles"", or ""marble""",tiles
342,4,1_1_1,3,3 double flat.jpg,"In the attached view, one or more floor in child bedroom are shown.  What is the material of the  floor in child bedroom? Choose one: ""lino"", ""ceramic tiles"", ""laminate"", or ""carpet""",laminate
343,4,1_1_1,3,3 double flat.jpg,"In the attached view, one or more floor in quest bedroom are shown.  What is the material of the  floor in quest bedroom? Choose one: ""lino"", ""parquet"", ""tiles"", or ""hardwood""",parquet
344,4,1_1_1,4,4 double flat.jpg,"In the attached view, one or more floor in WC are shown.  What is the material of the  floor in WC? Choose one: ""marble"", ""terazzo"", ""tiles"", or ""slate""",tiles
345,4,1_1_1,4,4 double flat.jpg,"In the attached view, one or more floor in child bedroom are shown.  What is the material of the  floor in child bedroom? Choose one: ""carpet"", ""vinyl"", ""parquet"", or ""slate""",parquet
346,4,1_1_1,4,4 double flat.jpg,"In the attached view, one or more floor in guest bedroom are shown.  What is the material of the  floor in quest bedroom? Choose one: ""carpet"", ""vinyl"", ""laminate"", or ""linoleum""",laminate
347,4,1_1_1,5,5 Living_house - Facade fragment.jpg,"In the attached view, one or more floor slabs are shown.  What is the material of the  floor slabs? Choose one: ""prestressed concrete"", ""reinforced concrete"", ""steel"", or ""wood""",reinforced concrete
348,4,1_1_1,5,5 Living_house - Facade fragment.jpg,"In the attached view, one or more facade flashing are shown.  What is the material of the  facade flashing? Choose one: ""fiber cement panel"", ""galvanized steel"", ""porcelain stoneware panels"", or ""clinker panels""",galvanized steel
349,4,1_1_1,5,5 Living_house - Facade fragment.jpg,"In the attached view, one or more insulation are shown.  What is the material of the  insulation? Choose one: ""polyurethane foam"", ""extruded polystyrene"", ""mineral wool"", or ""expanded polystyren""",mineral wool
350,4,1_1_1,5,5 Living_house - Facade fragment.jpg,"In the attached view, one or more structural wall are shown.  What is the material of the  structural wall? Choose one: ""precast concrete wall panel"", ""cmu"", ""reinforced concrete"", or ""calcium silicate block""",reinforced concrete
351,4,1_1_1,5,5 Living_house - Facade fragment.jpg,"In the attached view, one or more curtain wall panels are shown.  What is the material of the translucent curtain wall panels? Choose one: ""solid polycarbonate"", ""acrylic"", ""glass"", or ""coloured glass""",glass
352,4,1_1_1,5,5 Living_house - Facade fragment.jpg,"In the attached view, one or more window are shown.  What is the material of the  window? Choose one: ""extruded acrylic sheet"", ""glass"", ""polycarbonate"", or ""blue glass""",glass
353,4,1_1_1,5,5 Living_house - Facade fragment.jpg,"In the attached view, one or more leveling screed are shown.  What is the material of the  leveling screed? Choose one: ""polymer-modified cementitious screed"", ""anhydrite screed"", ""cement-sand screed"", or ""calcium sulfate screed""",cement-sand screed
354,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more floor slabs are shown.  What is the material of the  floor slabs? Choose one: ""steel"", ""reinforced concrete"", ""prestressed concrete"", or ""carpet""",reinforced concrete
355,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more facade flashing are shown.  What is the material of the  facade flashing? Choose one: ""sheet metal"", ""clinker"", ""ceramic tiles"", or ""fiber cement panels""",ceramic tiles
356,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more insulation are shown.  What is the material of the  insulation? Choose one: ""polyurethane foam"", ""extruded polystyrene"", ""mineral wool"", or ""polyurethane foam""",mineral wool
357,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more structural wall are shown.  What is the material of the  structural wall? Choose one: ""cross-laminated timber"", ""stone"", ""reinforced concrete"", or ""precast concrete""",reinforced concrete
358,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more curtain wall panels are shown.  What is the material of the curtain wall panels? Choose one: ""wood"", ""plastic"", ""glass"", or ""multiwall polycarbonate""",glass
359,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more transparent window infill are shown.  What is the material of the  transparent window infill? Choose one: ""acrylic"", ""coloured blue gleass"", ""glass"", or ""polymethyl methacrylate""",glass
360,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more load-bearing structure are shown.  What is the material of the  load-bearing structure? Choose one: ""cross-laminated timber"", ""reinforced concrete slab"", ""metal"", or ""steel""",reinforced concrete slab
361,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more hydroisolation are shown.  What is the material of the  hydroisolation? Choose one: ""bentonite"", ""self-adhesive bituminous membrane"", ""rubberized felt waterproofing"", or ""acrylic""",rubberized felt waterproofing
362,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more leveling screed are shown.  What is the material of the  leveling screed? Choose one: ""anhydrite screed"", ""calcium sulfate screed"", ""cement-sand screed"", or ""fast-drying screed""",cement-sand screed
363,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more bonding layer are shown.  What is the material of the  bonding layer? Choose one: ""thin-set mortar"", ""tile adhesive"", ""epoxy"", or ""reaction resin""",tile adhesive
364,4,1_1_1,6,6 Living_house - Facade fragment.jpg,"In the attached view, one or more floor finish are shown.  What is the material of the  floor finish? Choose one: ""laminate"", ""linoleum"", ""ceramic tile"", or ""stone""",ceramic tile
365,4,1_1_1,7,7 Living_house - Facade fragment.jpg,"In the attached view, one or more floor slabs are shown.  What is the material of the  floor slabs? Choose one: ""steel"", ""metal"", ""reinforced concrete"", or ""prestressed concrete""",reinforced concrete
366,4,1_1_1,7,7 Living_house - Facade fragment.jpg,"In the attached view, one or more facade flashing are shown.  What is the material of the  facade flashing? Choose one: ""porcelain stoneware panels"", ""sheet metal"", ""fiber cement panels"", or ""marble""",Sheet metal
367,4,1_1_1,7,7 Living_house - Facade fragment.jpg,"In the attached view, one or more insulation are shown.  What is the material of the  insulation? Choose one: ""expanded polystyrene"", ""mineral wool"", ""extruded polystyrene"", or ""fabric""",mineral wool
368,4,1_1_1,7,7 Living_house - Facade fragment.jpg,"In the attached view, one or more structural wall are shown.  What is the material of the  structural wall? Choose one: ""timber"", ""precast concrete"", ""reinforced concrete"", or ""steel""",reinforced concrete
369,4,1_1_1,7,7 Living_house - Facade fragment.jpg,"In the attached view, one or more curtain wall panels are shown.  What is the material of the  curtain wall panels? Choose one: ""polycarbonate"", ""acrylic sheet"", ""glass"", or ""coloured glass""",glass
370,4,1_1_1,7,7 Living_house - Facade fragment.jpg,"In the attached view, one or more window are shown.  What is the material of the  window? Choose one: ""leather"", ""glass"", ""stone"", or ""tiles""",glass
371,4,1_1_1,7,7 Living_house - Facade fragment.jpg,"In the attached view, one or more leveling screed are shown.  What is the material of the  leveling screed? Choose one: ""latex-modified levelling screede"", ""carpet"", ""cement-sand screed"", or ""fast-drying screed""",cement-sand screed
372,4,1_1_1,8,8 Living_house - Facade fragment.jpg,"In the attached view, one or more floor slabs are shown.  What is the material of the  floor slabs? Choose one: ""prestressed concrete"", ""reinforced concrete"", ""stone"", or ""tiles""",reinforced concrete
373,4,1_1_1,8,8 Living_house - Facade fragment.jpg,"In the attached view, one or more facade flashing are shown.  What is the material of the  facade flashing? Choose one: ""paper"", ""galvanized steel"", ""clinker"", or ""porcelain stoneware panels""",galvanized steel
374,4,1_1_1,8,8 Living_house - Facade fragment.jpg,"In the attached view, one or more insulation are shown.  What is the material of the  insulation? Choose one: ""expanded polystyrene"", ""mineral wool"", ""carpet"", or ""polyurethane foam""",mineral wool
375,4,1_1_1,8,8 Living_house - Facade fragment.jpg,"In the attached view, one or more structural wall are shown.  What is the material of the  structural wall? Choose one: ""prestressed concrete"", ""reinforced concrete"", ""timber"", or ""metal""",reinforced concrete
376,4,1_1_1,8,8 Living_house - Facade fragment.jpg,"In the attached view, one or more curtain wall panels are shown.  What is the material of the  curtain wall panels? Choose one: ""acrylic"", ""glass"", ""blue glass"", or ""polycarbonate""",glass
377,4,1_1_1,8,8 Living_house - Facade fragment.jpg,"In the attached view, one or more window are shown.  What is the material of the  window? Choose one: ""polycarbonate"", ""acrylic"", ""glass"", or ""marble""",glass
378,4,1_1_1,8,8 Living_house - Facade fragment.jpg,"In the attached view, one or more leveling screed are shown.  What is the material of the  leveling screed? Choose one: ""anhydrite screed"", ""calcium sulfate screed"", ""cement-sand screed"", or ""carpet""",cement-sand screed
379,5,1_1_1,2,2 a plan view of a semi-abudant WC room.jpg,"Look at the paper towel dispenser in the attached view. What is main color of this  paper towel dispenser?
Answer with a single color word.",turquoise
380,5,1_1_1,4,4 double flat.jpg,"Look at the child bedroom objects in the attached view. What is main color of this  child bedroom objects?
Answer with a single color word.",blue
381,5,1_1_1,5,5 Living_house - Facade fragment.jpg,"Look at the facade panel in the attached view. What is main color of this  facade panel?
Answer with a single color word.",olive
382,5,1_1_1,6,6 Living_house - Facade fragment.jpg,"Look at the facade panel in the attached view. What is main color of this  facade panel?
Answer with a single color word.",olive
383,5,1_1_1,7,7 Living_house - Facade fragment.jpg,"Look at the facade panel in the attached view. What is main color of this  facade panel?
Answer with a single color word.",green
384,5,1_1_1,8,8 Living_house - Facade fragment.jpg,"Look at the facade panel in the attached view. What is main color of this  facade panel?
Answer with a single color word.",green
385,7,1_1_1,3,3 double flat.jpg,"The pillow in child bedroom in the attached view has a specific texture.
What is the texture of this object? Choose one: ""fluffy"", ""soft"", ""rough"", or ""striped""",soft
386,7,1_1_1,4,4 double flat.jpg,"The pillow on a single bed in the attached view has a specific texture.
What is the texture of this object? Choose one: ""fluffy"", ""soft"", ""patterned"", or ""hard""",soft
387,7,1_1_1,5,5 Living_house - Facade fragment.jpg,"The curtain wall panels in the attached view has a specific texture.
What is the texture of this object? Choose one: ""soft"", ""glossy"", ""wrinkled"", or ""fluffy""",glossy
388,7,1_1_1,5,5 Living_house - Facade fragment.jpg,"The insulation in the attached view has a specific texture.
What is the texture of this object? Choose one: ""bumpy"", ""dense angled lines"", ""wrinkled"", or ""smooth""",dense angled lines
389,7,1_1_1,6,6 Living_house - Facade fragment.jpg,"The curtain wall panels in the attached view has a specific texture.
What is the texture of this object? Choose one: ""hard"", ""patterned"", ""glossy"", or ""shiny""",glossy
390,7,1_1_1,6,6 Living_house - Facade fragment.jpg,"The insulation in the attached view has a specific texture.
What is the texture of this object? Choose one: ""hard"", ""glossy"", ""dense angled lines"", or ""soft""",dense angled lines
391,7,1_1_1,7,7 Living_house - Facade fragment.jpg,"The curtain wall panels in the attached view has a specific texture.
What is the texture of this object? Choose one: ""matte"", ""glossy"", ""shiny"", or ""bumpy""",glossy
392,7,1_1_1,7,7 Living_house - Facade fragment.jpg,"The insulation in the attached view has a specific texture.
What is the texture of this object? Choose one: ""hard"", ""glossy"", ""dense angled lines"", or ""wrinkled""",dense angled lines
393,7,1_1_1,8,8 Living_house - Facade fragment.jpg,"The curtain wall panels in the attached view has a specific texture.
What is the texture of this object? Choose one: ""patterned"", ""matte"", ""glossy"", or ""fluffy""",glossy
394,7,1_1_1,8,8 Living_house - Facade fragment.jpg,"The insulation in the attached view has a specific texture.
What is the texture of this object? Choose one: ""shiny"", ""smooth"", ""Diagonal hatching"", or ""striped""",Diagonal hatching
395,8,1_1_2,1,1 a plan view of a semi-abudant WC room.jpg,"The attached image shows a scene of a semi-ambulant  WC room. Does it contain any text?

Answer ""yes"" or ""no"".",yes
396,8,1_1_2,2,2 a plan view of a semi-abudant WC room.jpg,"The attached image shows a scene of a semi-ambulant  WC room. Does it contain any text?

Answer ""yes"" or ""no"".",yes
397,8,1_1_2,3,3 double flat.jpg,"The attached image shows a scene of a two-story apartment. Does it contain any text?

Answer ""yes"" or ""no"".",yes
398,8,1_1_2,4,4 double flat.jpg,"The attached image shows a scene of a two-story apartment. Does it contain any text?

Answer ""yes"" or ""no"".",yes
399,8,1_1_2,5,5 Living_house - Facade fragment.jpg,"The attached image shows a scene of a multi-story residential building. Does it contain any text?

Answer ""yes"" or ""no"".",yes
400,8,1_1_2,6,6 Living_house - Facade fragment.jpg,"The attached image shows a scene of a multi-story residential building. Does it contain any text?

Answer ""yes"" or ""no"".",yes
401,8,1_1_2,7,7 Living_house - Facade fragment.jpg,"The attached image shows a scene of a multi-story residential building. Does it contain any text?

Answer ""yes"" or ""no"".",yes
402,8,1_1_2,8,8 Living_house - Facade fragment.jpg,"The attached image shows a scene of a multi-story residential building. Does it contain any text?

Answer ""yes"" or ""no"".",yes
403,8,1_1_2,9,9 Cutout 4 - Compositional view.jpg,"The attached image shows a scene of a pediatric rooms in a dental clinic. Does it contain any text?

Answer ""yes"" or ""no"".",yes
404,8,1_1_2,10,10 Cutout 4 - Compositional view.jpg,"The attached image shows a scene of a pediatric rooms in a dental clinic. Does it contain any text?

Answer ""yes"" or ""no"".",yes
405,8,1_1_2,11,11 Cutout 4 - Compositional view.jpg,"The attached image shows a scene of a pediatric rooms in a dental clinic. Does it contain any text?

Answer ""yes"" or ""no"".",yes
406,8,1_1_2,12,12 Cutout 5.jpg,"The attached image shows a scene of a trolley access shower room  in a medical building. Does it contain any text?

Answer ""yes"" or ""no"".",yes
407,8,1_1_2,13,13 Cutout 5.jpg,"The attached image shows a scene of a trolley access shower room  in a medical building. Does it contain any text?

Answer ""yes"" or ""no"".",yes
408,8,1_1_2,14,14 Cutout 6 - Compositional view.jpg,"The attached image shows a scene of a shower room in a medical building. Does it contain any text?

Answer ""yes"" or ""no"".",yes
409,8,1_1_2,15,15 Cutout 6 - Compositional view.jpg,"The attached image shows a scene of a shower room in a medical building. Does it contain any text?

Answer ""yes"" or ""no"".",yes
410,8,1_1_2,18,18 Cutout 8.jpg,"The attached image shows a scene of a dental waiting area. Does it contain any text?

Answer ""yes"" or ""no"".",yes
411,8,1_1_2,19,19_Cutout 8.jpg,"The attached image shows a scene of a dental waiting area. Does it contain any text?

Answer ""yes"" or ""no"".",yes
412,8,1_1_2,20,20 Cutout 8 - Compositional view.jpg,"The attached image shows a scene of a dental waiting area. Does it contain any text?

Answer ""yes"" or ""no"".",yes
413,8,1_1_2,21,21 Cutout 1 - Compositional view.jpg,"The attached image shows a scene of a semi-ambulant  WC room. Does it contain any text?

Answer ""yes"" or ""no"".",yes
414,8,1_1_2,22,22 Cutout 9 - Compositional view.jpg,"The attached image shows a scene of a a cutout of second floor in a dental clinic. Does it contain any text?

Answer ""yes"" or ""no"".",yes
415,8,1_1_2,23,23 Second Floor_Cutout 9.jpg,"The attached image shows a scene of a a cutout of second floor plan in a dental clinic. Does it contain any text?

Answer ""yes"" or ""no"".",yes
416,8,1_1_2,24,24 Cutout 10 - Compositional view.jpg,"The attached image shows a scene of a a cutout of first floor plan in a dental clinic. Does it contain any text?

Answer ""yes"" or ""no"".",yes
417,8,1_1_2,25,25 Cutout 10 - Compositional view.jpg,"The attached image shows a scene of a a cutout of first floor plan in a dental clinic. Does it contain any text?

Answer ""yes"" or ""no"".",yes
418,8,1_1_2,26,26 a plan view of a semi-abudant WC room.jpg,"The attached image shows a scene of a semi-ambulant  WC room. Does it contain any text?

Answer ""yes"" or ""no"".",yes
419,10,1_1_2,1,1 a plan view of a semi-abudant WC room.jpg,"The attached picture contains some text.

Please write down all the text you see in the picture including digits.","TOILET, 1D26; 975; 1181; 974; Cutout 1; 1"
420,10,1_1_2,2,2 a plan view of a semi-abudant WC room.jpg,"The attached picture contains some text.

Please write down all the text you see in the picture including digits.","TOILET, 1D26; 975"
421,10,1_1_2,3,3 double flat.jpg,"The attached picture contains some text.

Please write down all the text you see in the picture including digits.","Child bedroom, 14 m²; Guest bedroom, 24 m²; Guest WC, 2 m²; WC, 5 m²; Living room, 51 m²; Kitchen, 5 m²"
422,10,1_1_2,4,4 double flat.jpg,"The attached picture contains some text.

Please write down all the text you see in the picture including digits.","Child bedroom, 14 m²; Guest bedroom, 24 m²; Guest WC, 2 m²; WC, 5 m²; Living room, 51 m²; Kitchen, 5 m²"
423,10,1_1_2,5,5 Living_house - Facade fragment.jpg,"The attached picture contains some text.

Please write down all the text you see in the picture including digits.","ventilated facade panels, air, reinforced concrete structure, 250 mm; 200"
424,10,1_1_2,6,6 Living_house - Facade fragment.jpg,"The attached picture contains some text.

Please write down all the text you see in the picture including digits.","reinforced concrete slab, 200 mm, 2 layers of polyethylene film, cement-sand screed, 20 mm, rubberized felt waterproofing, 20 mm, cement-sand screed, 20 mm, bonding layer of tile adhesive, ceramic tile, 10 mm"
425,10,1_1_2,7,7 Living_house - Facade fragment.jpg,"The attached picture contains some text.

Please write down all the text you see in the picture including digits.",mesh-reinforced plaster
426,10,1_1_2,8,8 Living_house - Facade fragment.jpg,"The attached picture contains some text.

Please write down all the text you see in the picture including digits.","reinforced concrete slab, 300 mm, Waterproofing, 20 mm, cement-sand screed, 20 mm, sound insulation, adhesive compound, laminate flooring, 12 mm"
427,10,1_1_2,14,14 Cutout 6 - Compositional view.jpg,"The attached picture contains some text.

Please write down all the text you see in the picture including digits.","600 mm, 900}};text={""shower curtain mm"
428,10,1_1_2,15,15 Cutout 6 - Compositional view.jpg,"The attached picture contains some text.

Please write down all the text you see in the picture including digits.","600 mm, 900 mm; shower curtain"
429,12,1_1_2,1,1 a plan view of a semi-abudant WC room.jpg,"The image shows a room tag(s). What does it say?

Answer with the exact word(s) or abbreviation.","TOILET, 1D26"
430,12,1_1_2,2,2 a plan view of a semi-abudant WC room.jpg,"The image shows a room tag(s). What does it say?

Answer with the exact word(s) or abbreviation.","TOILET, 1D26"
431,12,1_1_2,3,3 double flat.jpg,"The image shows a room tag(s). What does it say?

Answer with the exact word(s) or abbreviation.","Child bedroom, 14 m²; Guest bedroom, 24 m²; Guest WC, 2 m²; WC, 5 m²; Living room, 51 m²; Kitchen, 5 m²"
432,12,1_1_2,4,4 double flat.jpg,"The image shows a room tag(s). What does it say?

Answer with the exact word(s) or abbreviation.","Child bedroom, 14 m²"
433,12,1_1_2,5,5 Living_house - Facade fragment.jpg,"The image shows a layer tag(s). What does it say?

Answer with the exact word(s) or abbreviation.","ventilated facade panels, air, reinforced concrete structure, 250 mm"
434,12,1_1_2,6,6 Living_house - Facade fragment.jpg,"The image shows a layer tag(s). What does it say?

Answer with the exact word(s) or abbreviation.","reinforced concrete slab, 200 mm, 2 layers of polyethylene film, cement-sand screed, 20 mm, rubberized felt waterproofing, 20 mm, cement-sand screed, 20 mm, bonding layer of tile adhesive, ceramic tile, 10 mm"
435,12,1_1_2,7,7 Living_house - Facade fragment.jpg,"The image shows a layer tag(s). What does it say?

Answer with the exact word(s) or abbreviation.",mesh-reinforced plaster
436,12,1_1_2,8,8 Living_house - Facade fragment.jpg,"The image shows a layer tag(s). What does it say?

Answer with the exact word(s) or abbreviation.","reinforced concrete slab, 300 mm, Waterproofing, 20 mm, cement-sand screed, 20 mm, sound insulation, adhesive compound, laminate flooring, 12 mm"
437,9,1_1_2,1,1 a plan view of a semi-abudant WC room.jpg,"The annotation in the attached view shows a dimension associated with door. What numeric value is written there?

Answer with digits only.",975
438,9,1_1_2,1,1 a plan view of a semi-abudant WC room.jpg,"The annotation in the attached view shows a dimension associated with the distance between the edge of the sink and a wall opposite to it. What numeric value is written there?

Answer with digits only.",1181
439,9,1_1_2,1,1 a plan view of a semi-abudant WC room.jpg,"The annotation in the attached view shows a dimension associated with the distance between the toilet and the edge of the open door. What numeric value is written there?

Answer with digits only.",974
440,9,1_1_2,2,2 a plan view of a semi-abudant WC room.jpg,"The annotation in the attached view shows a dimension associated with door. What numeric value is written there?

Answer with digits only.",975
441,9,1_1_2,14,14 Cutout 6 - Compositional view.jpg,"The annotation in the attached view shows a dimension associated with mirror. What numeric value is written there?

Answer with digits only.",600
442,9,1_1_2,15,15 Cutout 6 - Compositional view.jpg,"The annotation in the attached view shows a dimension associated with mirror. What numeric value is written there?

Answer with digits only.",600
443,9,1_1_2,9,9 Cutout 4 - Compositional view.jpg,"The annotation in the attached view shows a dimension associated with door to pediatric wts&msrs (leaf width). What numeric value is written there?

Answer with digits only.",940
444,9,1_1_2,10,10 Cutout 4 - Compositional view.jpg,"The annotation in the attached view shows a dimension associated with door to pediatric wts&msrs (leaf height). What numeric value is written there?

Answer with digits only.",2032
445,9,1_1_2,11,11 Cutout 4 - Compositional view.jpg,"The annotation in the attached view shows a dimension associated with double door (leaf width). What numeric value is written there?

Answer with digits only.",875
446,9,1_1_2,11,11 Cutout 4 - Compositional view.jpg,"The annotation in the attached view shows a dimension associated with double door (leaf height). What numeric value is written there?

Answer with digits only.",2032
447,9,1_1_2,11,11 Cutout 4 - Compositional view.jpg,"The annotation in the attached view shows a dimension associated with door to pediatric wts&msrs (leaf width). What numeric value is written there?

Answer with digits only.",900
448,9,1_1_2,14,14 Cutout 6 - Compositional view.jpg,"The annotation in the attached view shows a dimension associated with shower curtain (width). What numeric value is written there?

Answer with digits only.",1200
449,9,1_1_2,14,14 Cutout 6 - Compositional view.jpg,"The annotation in the attached view shows a dimension associated with tip-up shower seat (depth). What numeric value is written there?

Answer with digits only.",503
450,9,1_1_2,14,14 Cutout 6 - Compositional view.jpg,"The annotation in the attached view shows a dimension associated with basin (width). What numeric value is written there?

Answer with digits only.",577
451,9,1_1_2,14,14 Cutout 6 - Compositional view.jpg,"The annotation in the attached view shows a dimension associated with verical handrail to the right of the basin (height). What numeric value is written there?

Answer with digits only.",1145
452,9,1_1_2,14,14 Cutout 6 - Compositional view.jpg,"The annotation in the attached view shows a dimension associated with verical handrail to the right of the basin (distance from the nearest wall to the centerline of the handrail). What numeric value is written there?

Answer with digits only.",355
453,9,1_1_2,15,15 Cutout 6 - Compositional view.jpg,"The annotation in the attached view shows a dimension associated with tip-up shower seat (width). What numeric value is written there?

Answer with digits only.",454
454,9,1_1_2,15,15 Cutout 6 - Compositional view.jpg,"The annotation in the attached view shows a dimension associated with basin (position height). What numeric value is written there?

Answer with digits only.",915
,,,,,,
